id,condition_id,question,slug,outcomes,outcome_prices,clob_token_ids,volume,liquidity,active,closed,end_date,created_at,market_maker_address,_fetched_at,created_ts,end_ts,search_text
523413,0x1b74c3efe140a09049e0eb6b6a2112e00fa4d199cdc718c1a58af1abf6d9e49d,Will any country leave NATO in 2025?,will-any-country-leave-nato-in-2025,"[""Yes"", ""No""]","[""0"", ""1""]","[""46975241878566226675389813084558441099978633579735672808077735156890286559886"", ""4274339277583331170231436480507835882687434608350779078862983050349942696879""]",277041.272422,0.0,True,True,2025-12-31 04:00:00-08:00,2025-02-13 14:27:44.964669-08:00,,2026-02-03 22:25:05.015331,2025-02-13 14:27:44.964669,2025-12-31 04:00:00,will any country leave nato in 2025? will-any-country-leave-nato-in-2025
523420,0x9388fd0115ced362ce81ba2d3433903f2ae5c78263355d7038ae74ac96c85ac1,"Ukraine election held by December 31, 2025?",ukraine-election-held-in-2025,"[""Yes"", ""No""]","[""0"", ""1""]","[""110303218457795832861589414223072133732424840017074962598980991451216787898529"", ""110513468504414111967623727967802735681305040958967125800368195228103949451183""]",1589428.067032,0.0,True,True,2025-12-31 04:00:00-08:00,2025-02-13 15:40:57.211688-08:00,,2026-02-03 22:25:05.015331,2025-02-13 15:40:57.211688,2025-12-31 04:00:00,"ukraine election held by december 31, 2025? ukraine-election-held-in-2025"
524021,0x79fe1c0701d145ed4b74e6b7b3658acbc9b016b70e7321afdb777ad14e8c236c,U.S. recognizes Russian sovereignty over Crimea in 2025? ,will-the-us-recognize-russian-sovereignty-over-crimea-in-2025,"[""Yes"", ""No""]","[""0"", ""1""]","[""97262919156133260921887403057581420516585464065308475066791456615017669503669"", ""22814991468805556116471270417641782171550309851492637070422109257339804109572""]",801266.380276,0.0,True,True,2025-12-31 04:00:00-08:00,2025-02-18 12:42:06.673333-08:00,,2026-02-03 22:25:05.501235,2025-02-18 12:42:06.673333,2025-12-31 04:00:00,u.s. recognizes russian sovereignty over crimea in 2025?  will-the-us-recognize-russian-sovereignty-over-crimea-in-2025
524147,0x83769fd5022537ff59ca1ccfdfb1c9915983788003e00e905508e22e67404f28,Will Trump meet with Volodymyr Zelenskyy in 2025?,will-trump-meet-with-volodymyr-zelenskyy-in-2025,"[""Yes"", ""No""]","[""1"", ""0""]","[""43469326409739858395690572881501444443817974097672167644298447954120789600137"", ""6436214359665115810717148929293436681245885613476937891713590935932389735242""]",129300.49074,0.0,True,True,2025-12-31 04:00:00-08:00,2025-02-19 11:49:57.167284-08:00,,2026-02-03 22:25:06.020964,2025-02-19 11:49:57.167284,2025-12-31 04:00:00,will trump meet with volodymyr zelenskyy in 2025? will-trump-meet-with-volodymyr-zelenskyy-in-2025
524285,0x1ecb710da7d97b76c1c99180d8f3d2afe052d09b68eca89b4cf3ce37a7a0a426,US recognizes Russian sovereignty over Ukraine?,us-recognizes-russian-sovereignty-over-ukraine,"[""Yes"", ""No""]","[""0"", ""1""]","[""65482627758879803524003778479202246178420046841505286705606240559010331503838"", ""107643187201000404038693592426566378917534508353468263334674357442312114112510""]",1238681.423725,0.0,True,True,2025-12-31 04:00:00-08:00,2025-02-20 08:41:56.546019-08:00,,2026-02-03 22:25:06.020964,2025-02-20 08:41:56.546019,2025-12-31 04:00:00,us recognizes russian sovereignty over ukraine? us-recognizes-russian-sovereignty-over-ukraine
524292,0x58f04e4d6d4207be5ffcaa8e12ceaaff491bea2f66a67f1c701744e59c3a920c,Will Trump withdraw the U.S. from NATO in 2025?,will-trump-withdraw-the-us-from-nato-in-2025,"[""Yes"", ""No""]","[""0"", ""1""]","[""23363560824318474668781482335102625289561748638527872548758492627125630990827"", ""9014695769446700891659134648259488341557414914618690658701879241952037527074""]",228935.133447,0.0,True,True,2025-12-31 04:00:00-08:00,2025-02-20 10:23:30.223532-08:00,,2026-02-03 22:25:06.020964,2025-02-20 10:23:30.223532,2025-12-31 04:00:00,will trump withdraw the u.s. from nato in 2025? will-trump-withdraw-the-us-from-nato-in-2025
524348,0x827af1ac5895766ceda8258b54844be5f1a31428a3b4bc4a8be8259776d44700,"Will Karoline Leavitt say ""Putin"" 3+ times during next White House press briefing?",will-karoline-leavitt-say-putin-3-times-during-next-white-house-press-briefing-02202025,"[""Yes"", ""No""]","[""0"", ""1""]","[""52960782840877996381169383667062216635147767148703288363719115614339176853095"", ""73984012795437798473481687953253285098754321969692105101879063972760068638228""]",3408.054773,0.0,True,True,2025-12-31 04:00:00-08:00,2025-02-20 14:35:53.285157-08:00,,2026-02-03 22:25:06.020964,2025-02-20 14:35:53.285157,2025-12-31 04:00:00,"will karoline leavitt say ""putin"" 3+ times during next white house press briefing? will-karoline-leavitt-say-putin-3-times-during-next-white-house-press-briefing-02202025"
525157,0xb58d0e3b3dd34b2b8d8997e6ce36ca3873bdd6034fe0dde633f11e50d4b18c69,Zelensky resigns in 2025?,zelensky-resigns-in-2025,"[""Yes"", ""No""]","[""0"", ""1""]","[""74129046843921940913413587682588886122583847748489066762857187137233978267670"", ""64545313588399663482682286511585103428301403511234717343459455007091083337075""]",639799.279247,0.0,True,True,2025-12-31 04:00:00-08:00,2025-02-24 15:06:16.266385-08:00,,2026-02-03 22:25:06.587661,2025-02-24 15:06:16.266385,2025-12-31 04:00:00,zelensky resigns in 2025? zelensky-resigns-in-2025
525231,0x216cfc5952a75a6c2005fa90a1f49524401abdde826aaa916af4c88a70426363,Trump agrees to send U.S. peacekeeping force to Ukraine?,trump-agrees-to-send-us-peacekeeping-force-to-ukraine,"[""Yes"", ""No""]","[""0"", ""1""]","[""27854589915558666949911110700107109304807510472832754346848714713106576041207"", ""83742739530586820493605246339344277590673217105618245459443915506041800643469""]",96453.374455,0.0,True,True,2025-12-31 04:00:00-08:00,2025-02-25 14:26:52.989952-08:00,,2026-02-03 22:25:07.060178,2025-02-25 14:26:52.989952,2025-12-31 04:00:00,trump agrees to send u.s. peacekeeping force to ukraine? trump-agrees-to-send-us-peacekeeping-force-to-ukraine
525232,0x235acc369ccd9f0c10a74aa4cb6e5c0c6783eaec22b4843f6fe0e171ad8e4057,EU/NATO country announces peacekeeping force in Ukraine in 2025?,eunato-country-announces-peacekeeping-force-in-ukraine,"[""Yes"", ""No""]","[""0"", ""1""]","[""73663957466489274595176785305097386128325404078001917490010407904837134882577"", ""31566724138998405553508313449766802786847999037726188458982786371622924711878""]",133019.206562,0.0,True,True,2025-12-31 04:00:00-08:00,2025-02-25 14:31:00.303884-08:00,,2026-02-03 22:25:07.060178,2025-02-25 14:31:00.303884,2025-12-31 04:00:00,eu/nato country announces peacekeeping force in ukraine in 2025? eunato-country-announces-peacekeeping-force-in-ukraine
525437,0x5b2e8b20438de32ab995a59630103b9ad71e87d7488b49ff417bbd348a026326,Will Karoline Leavitt say Zelensky 3+ times during next White House press briefing?-02262025,will-karoline-leavitt-say-zelensky-3-times-during-next-white-house-press-briefing-02262025,"[""Yes"", ""No""]","[""1"", ""0""]","[""12198166341436727947405729209814148041740036263965322192437253954048906701116"", ""10316592426452860464899722692398677096383513371344164830735417650138017205817""]",1646.182951,0.0,True,True,2025-12-31 04:00:00-08:00,2025-02-26 10:57:55.551434-08:00,,2026-02-03 22:25:07.060178,2025-02-26 10:57:55.551434,2025-12-31 04:00:00,will karoline leavitt say zelensky 3+ times during next white house press briefing?-02262025 will-karoline-leavitt-say-zelensky-3-times-during-next-white-house-press-briefing-02262025
525442,0x322afd91e6bedddd2526aa648a69bcf28e99478703585573a560660b012d9f9a,Will Karoline Leavitt say NATO during next White House press briefing?-02262025,will-karoline-leavitt-say-nato-during-next-white-house-press-briefing-02262025,"[""Yes"", ""No""]","[""0"", ""1""]","[""108057916747365167542504013787062021441684619476265070483570121865318046932052"", ""17526688879266974475993857941710252477836369992267558391595367358065513215277""]",2278.299285,0.0,True,True,2025-12-31 04:00:00-08:00,2025-02-26 10:57:59.430322-08:00,,2026-02-03 22:25:07.060178,2025-02-26 10:57:59.430322,2025-12-31 04:00:00,will karoline leavitt say nato during next white house press briefing?-02262025 will-karoline-leavitt-say-nato-during-next-white-house-press-briefing-02262025
526861,0xb8498bb4d013be50bd4af336c0cadf62ab0f2885cc968b742304d6edccfc7190,Will Trump sign mineral deal without Zelenskyy apology?,will-trump-sign-mineral-deal-without-zelenskyy-apology,"[""Yes"", ""No""]","[""1"", ""0""]","[""32921044856076201189154703786849418887213408387521621721061527935861828024828"", ""65449845407755668776897976670879705991692250175624922195548093200952844680115""]",973016.213858,0.0,True,True,2025-07-31 05:00:00-07:00,2025-03-04 14:06:50.110242-08:00,,2026-02-03 22:25:08.200623,2025-03-04 14:06:50.110242,2025-07-31 05:00:00,will trump sign mineral deal without zelenskyy apology? will-trump-sign-mineral-deal-without-zelenskyy-apology
527032,0x02c656172e040722a0a53c5aa8a2e597e96ddcb96cd0caa36d2cb88018b0113e,"Will Karoline Leavitt say ""Zelensky"" 3+ times during next White House press briefing?",will-karoline-leavitt-say-zelensky-3-times-during-next-white-house-press-briefing-03062025,"[""Yes"", ""No""]","[""0"", ""1""]","[""90544185197348445762400462367487730947998989538649021442756705113012034127717"", ""52520991936301939851844268554264807330714499642654844594240746592838266792432""]",1266.814548,0.0,True,True,2025-12-31 04:00:00-08:00,2025-03-06 11:18:56.713064-08:00,,2026-02-03 22:25:08.525485,2025-03-06 11:18:56.713064,2025-12-31 04:00:00,"will karoline leavitt say ""zelensky"" 3+ times during next white house press briefing? will-karoline-leavitt-say-zelensky-3-times-during-next-white-house-press-briefing-03062025"
527626,0x48c715b695536243a128b653e59f8214262a454811a570c4b019226291c0fa69,Will Ukraine agree to cede territory to Russia in 2025?,will-ukraine-agree-to-cede-territory-to-russia,"[""Yes"", ""No""]","[""0"", ""1""]","[""43554559475444151134965087578429452442155898771039342630775189465337055566481"", ""40314666630270199948617708179196809729468470728992516088417142092585805813924""]",1908688.199133,0.0,True,True,2025-12-31 04:00:00-08:00,2025-03-10 13:27:25.518654-07:00,,2026-02-03 22:25:08.798898,2025-03-10 13:27:25.518654,2025-12-31 04:00:00,will ukraine agree to cede territory to russia in 2025? will-ukraine-agree-to-cede-territory-to-russia
527778,0xe112e5f8d3ee38f57c7285f0b487c221cfbcb81bf78d304204f645a808c19ca4,"Will Karoline Leavitt say ""Zelensky"" 2+ times during next White House press briefing?",will-karoline-leavitt-say-zelensky-2-times-during-next-white-house-press-briefing03122025,"[""Yes"", ""No""]","[""0"", ""1""]","[""106988216519643499376049198611972327812705987369690881670622752851258017055460"", ""92450645452368253230523710809447075900117732163558142612783945291835725603892""]",1114.938704,0.0,True,True,2025-12-31 04:00:00-08:00,2025-03-11 13:01:44.400394-07:00,,2026-02-03 22:25:08.798898,2025-03-11 13:01:44.400394,2025-12-31 04:00:00,"will karoline leavitt say ""zelensky"" 2+ times during next white house press briefing? will-karoline-leavitt-say-zelensky-2-times-during-next-white-house-press-briefing03122025"
527793,0xcc248e5b3109197192b15a3fbc98f84887fd5b2e9baf2b72d94fc66b5102b760,Will Volodymyr Zelenskyy be the first leader out in 2025?,will-volodymyr-zelenskyy-be-the-first-leader-out-in-2025,"[""Yes"", ""No""]","[""0"", ""1""]","[""34353004114733610600599108671624538601026150134280504474917975142881001506854"", ""104477650133844581250441370373502437500393415797797551558001585788133958858911""]",1645702.005711,0.0,True,True,2025-12-31 04:00:00-08:00,2025-03-11 13:33:12.439716-07:00,,2026-02-03 22:25:08.798898,2025-03-11 13:33:12.439716,2025-12-31 04:00:00,will volodymyr zelenskyy be the first leader out in 2025? will-volodymyr-zelenskyy-be-the-first-leader-out-in-2025
527807,0xb17868a887f1f40595b2433c741b81be879add5f0a54a14f8a7cc0684dc4a0eb,Will Vladimir Putin be the first leader out in 2025?,will-vladimir-putin-be-the-first-leader-out-in-2025,"[""Yes"", ""No""]","[""0"", ""1""]","[""96309695544495520203095223116782609207881514291963878378807412991184449319557"", ""101187783020489175097881466143729246039288728860799413094245717990586232137871""]",1782662.475384,0.0,True,True,2025-12-31 04:00:00-08:00,2025-03-11 13:33:20.224539-07:00,,2026-02-03 22:25:08.798898,2025-03-11 13:33:20.224539,2025-12-31 04:00:00,will vladimir putin be the first leader out in 2025? will-vladimir-putin-be-the-first-leader-out-in-2025
528950,0x04ccc9092b220092fb0d340a8461f06902cdc037f62af2de333ee4a86ad677da,"Will Karoline Leavitt say ""Putin"" 5+ times during next White House press briefing?",will-karoline-leavitt-say-putin-5-times-during-next-white-house-press-briefing-03192025,"[""Yes"", ""No""]","[""0"", ""1""]","[""83814989760577015840645408666689693740162147201824057667299258827292406650110"", ""85962219584881196712808584909353060927131023216802457309144118781016186847533""]",213.832564,0.0,True,True,2025-12-31 04:00:00-08:00,2025-03-19 07:38:25.930054-07:00,,2026-02-03 22:25:10.072826,2025-03-19 07:38:25.930054,2025-12-31 04:00:00,"will karoline leavitt say ""putin"" 5+ times during next white house press briefing? will-karoline-leavitt-say-putin-5-times-during-next-white-house-press-briefing-03192025"
528995,0xc36780fa73c6e0115ddd61feb765f954f209f6624014544c4e4c08ea21f86ff4,"Will Karoline Leavitt say ""Putin"" 5 or more times during next White House press briefing?",will-karoline-leavitt-say-putin-5-or-more-times-during-next-white-house-press-briefing-03202025,"[""Yes"", ""No""]","[""0"", ""1""]","[""92712087900266783712499410413985481965874857827044195926155356881342950098252"", ""114611857905156536895157499230104621592871096554330937083986499744936796563753""]",820.37339,0.0,True,True,2025-12-31 04:00:00-08:00,2025-03-19 13:20:09.822443-07:00,,2026-02-03 22:25:10.072826,2025-03-19 13:20:09.822443,2025-12-31 04:00:00,"will karoline leavitt say ""putin"" 5 or more times during next white house press briefing? will-karoline-leavitt-say-putin-5-or-more-times-during-next-white-house-press-briefing-03202025"
536502,0x14dca1201ea665ce27f89534ff8869bf14e551b0138f7d2c57c1345a909a7583,Will Trump meet with Vladimir Putin in 2025?,will-trump-meet-with-vladimir-putin-in-2025,"[""Yes"", ""No""]","[""1"", ""0""]","[""38401695605203516602153122926538006647911743428951157094417724792317068872612"", ""65567125896390562660475150671354059892080833979076511884538731187969562079049""]",471641.4171,0.0,True,True,2025-12-31 04:00:00-08:00,2025-04-11 11:19:31.455085-07:00,,2026-02-03 22:25:16.772708,2025-04-11 11:19:31.455085,2025-12-31 04:00:00,will trump meet with vladimir putin in 2025? will-trump-meet-with-vladimir-putin-in-2025
537194,0x41eda073eeca4071d3a643a527bf8549851ff16c7e4b924a007671cb11920f98,Russia x Ukraine ceasefire before October?,russia-x-ukraine-ceasefire-before-october,"[""Yes"", ""No""]","[""0"", ""1""]","[""75808883562514695201169204487787555859570951708948163798444132865757266366758"", ""79733714773966769289571596081594645290144843853077301462790845252981871229351""]",8775890.64125,0.0,True,True,2025-09-30 05:00:00-07:00,2025-04-14 12:35:27.525312-07:00,,2026-02-03 22:25:17.511985,2025-04-14 12:35:27.525312,2025-09-30 05:00:00,russia x ukraine ceasefire before october? russia-x-ukraine-ceasefire-before-october
537888,0x640938ae857aa2dfaa5aeb2af07ec853ab0eec5395a5d4ab1c31842f1d3ab271,Will Russia capture Kupiansk by December 31?,will-russia-capture-kupiansk-by-december-31-391-746-177,"[""Yes"", ""No""]","[""1"", ""0""]","[""73849230933275582377306880224601643818067786746445665179175712771203846256478"", ""41964727692296764554008210585272703775169108300473204217434458494013861861124""]",1555128.092628,0.0,True,True,2025-08-31 05:00:00-07:00,2025-04-17 14:24:39.276114-07:00,,2026-02-03 22:25:18.009253,2025-04-17 14:24:39.276114,2025-08-31 05:00:00,will russia capture kupiansk by december 31? will-russia-capture-kupiansk-by-december-31-391-746-177
537889,0x6c064cca193052c93b50e9a1ef319838cf04a2d48ad9073444be273af43a46be,Will Russia capture Siversk by August 31?,will-russia-capture-siversk-before-september,"[""Yes"", ""No""]","[""0"", ""1""]","[""60462631124656033910210509837219647463954397639045340722009179197608220392723"", ""105597412590674074106134878745432828949674410305254986603109859956495740944266""]",798739.343528,0.0,True,True,2025-08-31 05:00:00-07:00,2025-04-17 14:27:02.316451-07:00,,2026-02-03 22:25:18.009253,2025-04-17 14:27:02.316451,2025-08-31 05:00:00,will russia capture siversk by august 31? will-russia-capture-siversk-before-september
540816,0x9c1a953fe92c8357f1b646ba25d983aa83e90c525992db14fb726fa895cb5763,Russia-Ukraine Ceasefire before GTA VI?,russia-ukraine-ceasefire-before-gta-vi-554,"[""Yes"", ""No""]","[""0.6"", ""0.4""]","[""8501497159083948713316135768103773293754490207922884688769443031624417212426"", ""2527312495175492857904889758552137141356236738032676480522356889996545113869""]",1321551.299354,53489.8309,True,False,2026-07-31 05:00:00-07:00,2025-05-02 08:03:10.397014-07:00,,2026-02-03 22:25:19.677400,2025-05-02 08:03:10.397014,2026-07-31 05:00:00,russia-ukraine ceasefire before gta vi? russia-ukraine-ceasefire-before-gta-vi-554
543206,0x321c53d4b3f6f61ae3baa14a2c9d4dc3511aefa8766688a2694f2974a323afb8,Will Pope Leo visit Ukraine first?,will-pope-leo-visit-ukraine-first,"[""Yes"", ""No""]","[""0"", ""1""]","[""97844902427391104955625058441951273034989047387329126413058214310169573089366"", ""107986867479974702430058433718758703966810245236923901682185569694232288612534""]",85885.367725,0.0,True,True,2025-12-31 04:00:00-08:00,2025-05-09 09:57:35.467265-07:00,,2026-02-03 22:25:21.782333,2025-05-09 09:57:35.467265,2025-12-31 04:00:00,will pope leo visit ukraine first? will-pope-leo-visit-ukraine-first
545862,0xb811d71dfb09aa60982c9fb7acce9bb961c31b56fa9d3c884f260caf9b339a58,Will the Vatican host Russia-Ukraine peace talks before September?,will-the-vatican-host-russia-ukraine-peace-talks,"[""Yes"", ""No""]","[""0"", ""1""]","[""32766313353681529049419012789121576597396047699264482506852916797918747970002"", ""103647411011233125325198206288595557164301718296263669478160180282760525079859""]",236348.720672,0.0,True,True,2025-08-31 05:00:00-07:00,2025-05-19 14:00:48.162409-07:00,,2026-02-03 22:25:23.633743,2025-05-19 14:00:48.162409,2025-08-31 05:00:00,will the vatican host russia-ukraine peace talks before september? will-the-vatican-host-russia-ukraine-peace-talks
545879,0x35ae72ecea68142496d891d6b74c3ea7069e8ac7b066542298691b43d74da891,Will Putin meet with Zelenskyy in 2025?,will-putin-meet-with-zelenskyy-in-2025,"[""Yes"", ""No""]","[""0"", ""1""]","[""107578854187704970199346205360596786540836334890172752393413831106019335136283"", ""15958466819663200807116359006641839709119280630805671337679327345433190219440""]",3149483.292259,0.0,True,True,2025-12-31 04:00:00-08:00,2025-05-19 15:30:22.168295-07:00,,2026-02-03 22:25:23.633743,2025-05-19 15:30:22.168295,2025-12-31 04:00:00,will putin meet with zelenskyy in 2025? will-putin-meet-with-zelenskyy-in-2025
545880,0x9ba0e12a339b01159f86cd697890e24ab2a25749cdaa8beb6a1a744fb4a93610,Will Russia capture Pokrovsk by August 31?,will-russia-capture-pokrovsk-by-august-31,"[""Yes"", ""No""]","[""1"", ""0""]","[""54741055891029747885517210657770757419022983355559924196416665512897299095102"", ""68840535311970618413983657710097775233848897191680333834958637691701969424883""]",1797521.530595,0.0,True,True,2025-08-31 05:00:00-07:00,2025-05-19 15:49:27.279348-07:00,,2026-02-03 22:25:23.633743,2025-05-19 15:49:27.279348,2025-08-31 05:00:00,will russia capture pokrovsk by august 31? will-russia-capture-pokrovsk-by-august-31
546096,0xca89fb54acccef8287e69a22b0a6133bd8d5c6311f1a51b0c7d5a72ed06033b1,Will Pope Leo XIV meet with Vladimir Putin in 2025?,will-pope-leo-xiv-meet-with-vladimir-putin-in-2025,"[""Yes"", ""No""]","[""0"", ""1""]","[""26826908066094679861561975803786560675585135374343645230929161538391680292655"", ""10780569304134438159468613172435027853299997297542534229590447304922486930945""]",21575.186162,0.0,True,True,2025-12-31 04:00:00-08:00,2025-05-20 12:23:57.727028-07:00,,2026-02-03 22:25:23.633743,2025-05-20 12:23:57.727028,2025-12-31 04:00:00,will pope leo xiv meet with vladimir putin in 2025? will-pope-leo-xiv-meet-with-vladimir-putin-in-2025
546805,0x5fa63a3f820801f6bab4f95a9fc4453c004ab1881b6be2c2cb26c812f7efb997,Will Russia capture Kostyantynivka by August 31?,will-russia-capture-kostyantynivka-by-august-31,"[""Yes"", ""No""]","[""0"", ""1""]","[""52764520351434119047034479962184961804730800614485355573059721230866709386316"", ""50939339576833016698573110949129257192038949921900247130555235008970489450900""]",820505.02216,0.0,True,True,2025-08-31 05:00:00-07:00,2025-05-22 14:06:55.225812-07:00,,2026-02-03 22:25:24.216049,2025-05-22 14:06:55.225812,2025-08-31 05:00:00,will russia capture kostyantynivka by august 31? will-russia-capture-kostyantynivka-by-august-31
